theta,phi,psi,altitude,vx,vy,vz,accelx,accely,accelz,yaw1,yaw2
-1435.0,-85450.0,117643.0,408.0,-1435.0,-85450.0,117643.0,0.047,1016.948,-73.32,0.136,-0.3
-1434.0,-85450.0,117644.0,408.0,-1434.0,-85450.0,117644.0,-2.693,1017.059,-71.03,0.327,-0.35
-1434.0,-85451.0,117647.0,408.0,-1434.0,-85451.0,117647.0,-5.552,1017.066,-71.66,0.287,-0.57
-1433.0,-85451.0,117651.0,408.0,-1433.0,-85451.0,117651.0,-4.828,1017.051,-71.97,0.335,-0.61
-1432.0,-85451.0,117654.0,408.0,-1432.0,-85451.0,117654.0,-2.302,1017.047,-71.74,0.262,-0.6
-1432.0,-85452.0,117657.0,408.0,-1432.0,-85452.0,117657.0,-2.536,1017.071,-71.79,0.102,-0.59
-1431.0,-85452.0,117659.0,408.0,-1431.0,-85452.0,117659.0,-5.395,1017.124,-71.84,0.335,-0.51
-1431.0,-85453.0,117662.0,408.0,-1431.0,-85453.0,117662.0,-5.038,1014.782,-71.8,0.225,-0.55
-1431.0,-85454.0,117665.0,408.0,-1431.0,-85454.0,117665.0,-4.463,1012.466,-71.73,0.218,-0.59
-1431.0,-85454.0,117668.0,408.0,-1431.0,-85454.0,117668.0,-4.619,1013.01,-71.75,0.192,-0.57
-1431.0,-85456.0,117671.0,408.0,-1431.0,-85456.0,117671.0,-4.519,1013.269,-71.76,0.073,-0.56
-1430.0,-85456.0,117674.0,408.0,-1430.0,-85456.0,117674.0,-4.543,1013.06,-71.75,0.205,-0.56
-1430.0,-85457.0,117677.0,408.0,-1430.0,-85457.0,117677.0,-4.541,1013.058,-71.75,0.222,-0.56
-1430.0,-85458.0,117680.0,408.0,-1430.0,-85458.0,117680.0,-4.599,1013.006,-71.75,0.164,-0.56
-1430.0,-85459.0,117683.0,408.0,-1430.0,-85459.0,117683.0,-4.637,1015.341,-71.8,0.033,-0.57
-1430.0,-85460.0,117686.0,408.0,-1430.0,-85460.0,117686.0,-4.665,1017.614,-71.85,0.084,-0.56
-1429.0,-85462.0,117688.0,408.0,-1429.0,-85462.0,117688.0,-4.631,1016.958,-74.22,0.012,-0.56
-1429.0,-85462.0,117691.0,408.0,-1429.0,-85462.0,117691.0,-6.951,1016.602,-76.6,0.111,-0.56
-1430.0,-85462.0,117694.0,408.0,-1430.0,-85462.0,117694.0,-9.299,1016.802,-76.06,0.114,-0.56
-1431.0,-85463.0,117697.0,408.0,-1431.0,-85463.0,117697.0,-8.643,1016.671,-78.13,0.063,-0.56
-1432.0,-85462.0,117700.0,408.0,-1432.0,-85462.0,117700.0,-8.324,1016.675,-78.24,0.217,-0.56
-1433.0,-85463.0,117703.0,408.0,-1433.0,-85463.0,117703.0,-8.578,1016.784,-75.27,0.177,-0.56
-1433.0,-85462.0,117706.0,408.0,-1433.0,-85462.0,117706.0,-8.525,1014.477,-75.52,0.381,-0.56
-1433.0,-85461.0,117709.0,408.0,-1433.0,-85461.0,117709.0,-8.444,1012.135,-78.32,0.256,-0.56
-1433.0,-85461.0,117711.0,408.0,-1433.0,-85461.0,117711.0,-6.05,1012.772,-78.03,0.164,-0.56
-1432.0,-85460.0,117714.0,408.0,-1432.0,-85460.0,117714.0,-3.754,1013.159,-77.51,0.313,-0.56
-1432.0,-85460.0,117717.0,408.0,-1432.0,-85460.0,117717.0,-4.332,1013.06,-77.71,0.047,-0.56
-1432.0,-85459.0,117720.0,408.0,-1432.0,-85459.0,117720.0,-4.715,1013.228,-75.31,0.422,-0.56
-1432.0,-85459.0,117723.0,408.0,-1432.0,-85459.0,117723.0,-4.552,1013.204,-75.36,0.376,-0.56
-1432.0,-85458.0,117726.0,408.0,-1432.0,-85458.0,117726.0,-4.581,1013.159,-75.89,0.263,-0.56
-1431.0,-85458.0,117729.0,408.0,-1431.0,-85458.0,117729.0,-4.582,1013.107,-75.65,0.354,-0.56
-1430.0,-85459.0,117731.0,408.0,-1430.0,-85459.0,117731.0,-4.586,1015.421,-75.78,0.016,-0.42
-1430.0,-85459.0,117733.0,408.0,-1430.0,-85459.0,117733.0,-4.563,1017.698,-75.78,0.03,-0.47
-1429.0,-85462.0,117737.0,408.0,-1429.0,-85462.0,117737.0,-4.764,1016.891,-71.06,0.032,-0.35
-1429.0,-85462.0,117740.0,408.0,-1429.0,-85462.0,117740.0,-4.777,1016.943,-71.65,0.269,-0.54
-1430.0,-85463.0,117742.0,408.0,-1430.0,-85463.0,117742.0,-7.107,1016.724,-74.4,0.198,-0.39
-1432.0,-85463.0,117745.0,408.0,-1432.0,-85463.0,117745.0,-9.392,1016.612,-76.6,0.208,-0.54
-1433.0,-85463.0,117748.0,408.0,-1433.0,-85463.0,117748.0,-8.837,1016.605,-76.05,0.153,-0.61
-1434.0,-85464.0,117751.0,408.0,-1434.0,-85464.0,117751.0,-8.524,1016.683,-75.72,0.01,-0.51
-1433.0,-85464.0,117754.0,408.0,-1433.0,-85464.0,117754.0,-6.26,1016.743,-75.87,0.092,-0.63
-1433.0,-85465.0,117757.0,408.0,-1433.0,-85465.0,117757.0,-3.819,1016.805,-75.77,0.032,-0.55
-1433.0,-85466.0,117759.0,408.0,-1433.0,-85466.0,117759.0,-4.316,1019.209,-75.84,0.101,-0.53
-1433.0,-85466.0,117762.0,408.0,-1433.0,-85466.0,117762.0,-4.517,1021.513,-75.87,0.108,-0.58
-1433.0,-85467.0,117765.0,408.0,-1433.0,-85467.0,117765.0,-4.243,1020.827,-78.26,0.065,-0.43
-1433.0,-85466.0,117767.0,408.0,-1433.0,-85466.0,117767.0,-4.203,1020.413,-80.59,0.216,-0.46
-1433.0,-85465.0,117769.0,408.0,-1433.0,-85465.0,117769.0,-4.319,1020.665,-77.61,0.323,-0.41
-1432.0,-85464.0,117771.0,408.0,-1432.0,-85464.0,117771.0,-4.493,1020.717,-74.97,0.331,-0.35
-1432.0,-85464.0,117774.0,408.0,-1432.0,-85464.0,117774.0,-4.539,1020.731,-75.73,0.316,-0.54
-1432.0,-85465.0,117776.0,408.0,-1432.0,-85465.0,117776.0,-4.638,1018.426,-75.94,0.081,-0.4
-1431.0,-85466.0,117779.0,408.0,-1431.0,-85466.0,117779.0,-4.735,1016.242,-75.74,0.016,-0.54
-1431.0,-85466.0,117782.0,408.0,-1431.0,-85466.0,117782.0,-4.765,1016.884,-75.78,0.043,-0.61
-1432.0,-85467.0,117784.0,408.0,-1432.0,-85467.0,117784.0,-4.757,1017.188,-75.79,0.049,-0.52
-1432.0,-85467.0,117787.0,408.0,-1432.0,-85467.0,117787.0,-4.706,1016.96,-75.8,0.278,-0.63
-1432.0,-85467.0,117790.0,408.0,-1432.0,-85467.0,117790.0,-4.62,1016.89,-75.78,0.191,-0.55
-1433.0,-85467.0,117793.0,408.0,-1433.0,-85467.0,117793.0,-4.522,1016.768,-75.79,0.212,-0.53
-1433.0,-85467.0,117796.0,408.0,-1433.0,-85467.0,117796.0,-4.437,1016.721,-75.79,0.15,-0.58
-1433.0,-85468.0,117799.0,408.0,-1433.0,-85468.0,117799.0,-4.382,1016.702,-75.79,0.006,-0.57
-1432.0,-85468.0,117802.0,408.0,-1432.0,-85468.0,117802.0,-4.288,1016.653,-78.18,0.096,-0.56
-1432.0,-85469.0,117805.0,408.0,-1432.0,-85469.0,117805.0,-4.309,1016.705,-78.12,0.031,-0.57
-1432.0,-85469.0,117807.0,408.0,-1432.0,-85469.0,117807.0,-4.446,1016.836,-75.2,0.098,-0.56
-1432.0,-85470.0,117810.0,408.0,-1432.0,-85470.0,117810.0,-4.488,1016.83,-75.48,0.108,-0.56
-1431.0,-85470.0,117813.0,408.0,-1431.0,-85470.0,117813.0,-4.521,1016.8,-75.96,0.209,-0.57
-1431.0,-85470.0,117816.0,408.0,-1431.0,-85470.0,117816.0,-4.569,1016.795,-75.74,0.165,-0.56
-1430.0,-85470.0,117818.0,408.0,-1430.0,-85470.0,117818.0,-4.595,1016.795,-75.8,0.242,-0.42
-1430.0,-85470.0,117821.0,408.0,-1430.0,-85470.0,117821.0,-4.612,1016.822,-75.77,0.152,-0.47
-1429.0,-85471.0,117823.0,408.0,-1429.0,-85471.0,117823.0,-4.701,1016.953,-73.41,0.151,-0.41
-1429.0,-85472.0,117825.0,408.0,-1429.0,-85472.0,117825.0,-4.795,1017.091,-71.06,0.191,-0.49
-1429.0,-85472.0,117829.0,408.0,-1429.0,-85472.0,117829.0,-7.174,1017.13,-71.69,0.181,-0.64
-1429.0,-85473.0,117832.0,408.0,-1429.0,-85473.0,117832.0,-7.145,1014.79,-71.96,0.176,-0.55
-1429.0,-85474.0,117835.0,408.0,-1429.0,-85474.0,117835.0,-4.18,1012.385,-74.07,0.037,-0.61
-1428.0,-85475.0,117837.0,408.0,-1428.0,-85475.0,117837.0,-4.348,1012.858,-76.47,0.078,-0.54
-1428.0,-85475.0,117840.0,408.0,-1428.0,-85475.0,117840.0,-4.689,1015.405,-78.32,0.016,-0.53
-1428.0,-85475.0,117843.0,408.0,-1428.0,-85475.0,117843.0,-4.344,1015.054,-80.36,0.105,-0.58
-1428.0,-85474.0,117846.0,408.0,-1428.0,-85474.0,117846.0,-4.361,1014.522,-79.92,0.109,-0.57
-1428.0,-85475.0,117849.0,408.0,-1428.0,-85475.0,117849.0,-4.315,1014.69,-79.57,0.065,-0.56
-1428.0,-85474.0,117852.0,408.0,-1428.0,-85474.0,117852.0,-4.351,1012.261,-79.71,0.215,-0.56
-1428.0,-85473.0,117857.0,408.0,-1428.0,-85473.0,117857.0,-4.515,1015.384,-75.0,0.38,-0.56
-1428.0,-85472.0,117860.0,409.0,-1428.0,-85472.0,117860.0,-4.524,1017.484,-75.61,0.398,-0.57
-1428.0,-85471.0,117863.0,409.0,-1428.0,-85471.0,117863.0,-4.541,1017.066,-75.92,0.402,-0.56
-1427.0,-85469.0,117866.0,409.0,-1427.0,-85469.0,117866.0,-4.574,1016.84,-75.75,0.565,-0.56
-1428.0,-85468.0,117869.0,409.0,-1428.0,-85468.0,117869.0,-6.962,1017.179,-75.83,0.424,-0.56
-1429.0,-85466.0,117875.0,409.0,-1429.0,-85466.0,117875.0,-8.623,1017.244,-78.26,0.379,-0.56
-1429.0,-85466.0,117878.0,409.0,-1429.0,-85466.0,117878.0,-8.314,1017.258,-78.19,0.143,-0.56
-1430.0,-85466.0,117881.0,409.0,-1430.0,-85466.0,117881.0,-8.492,1017.243,-77.66,0.17,-0.56
-1430.0,-85465.0,117883.0,408.0,-1430.0,-85465.0,117883.0,-5.979,1017.008,-80.24,0.161,-0.56
-1430.0,-85466.0,117886.0,408.0,-1430.0,-85466.0,117886.0,-6.04,1016.839,-80.12,-0.023,-0.56
-1432.0,-85465.0,117889.0,408.0,-1432.0,-85465.0,117889.0,-8.941,1016.69,-79.66,0.132,-0.56
-1432.0,-85466.0,117891.0,408.0,-1432.0,-85466.0,117891.0,-8.665,1016.489,-79.88,0.038,-0.42
-1433.0,-85466.0,117896.0,408.0,-1433.0,-85466.0,117896.0,-3.886,1014.034,-74.98,0.109,-0.41
-1432.0,-85467.0,117898.0,408.0,-1432.0,-85467.0,117898.0,-4.442,1011.712,-75.5,0.067,-0.49
-1432.0,-85467.0,117901.0,408.0,-1432.0,-85467.0,117901.0,-4.72,1012.248,-78.23,0.067,-0.64
-1431.0,-85468.0,117907.0,409.0,-1431.0,-85468.0,117907.0,-4.578,1012.548,-79.84,-0.02,-0.61
-1431.0,-85468.0,117910.0,409.0,-1431.0,-85468.0,117910.0,-4.557,1012.712,-79.53,0.064,-0.54
-1431.0,-85468.0,117914.0,409.0,-1431.0,-85468.0,117914.0,-4.586,1012.859,-77.33,0.245,-0.67
-1432.0,-85466.0,117917.0,409.0,-1432.0,-85466.0,117917.0,-4.575,1015.352,-74.98,0.549,-0.67
-1431.0,-85465.0,117921.0,409.0,-1431.0,-85465.0,117921.0,-4.479,1017.643,-75.63,0.39,-0.73
-1431.0,-85465.0,117924.0,409.0,-1431.0,-85465.0,117924.0,-4.419,1017.122,-75.91,0.291,-0.63
-1431.0,-85465.0,117926.0,409.0,-1431.0,-85465.0,117926.0,-4.378,1016.938,-75.75,0.217,-0.49
-1431.0,-85465.0,117929.0,409.0,-1431.0,-85465.0,117929.0,-4.352,1017.217,-75.79,0.173,-0.58
-1431.0,-85464.0,117932.0,409.0,-1431.0,-85464.0,117932.0,-4.364,1017.252,-75.78,0.333,-0.51
-1431.0,-85463.0,117935.0,409.0,-1431.0,-85463.0,117935.0,-4.415,1017.261,-75.8,0.469,-0.59
-1430.0,-85462.0,117938.0,409.0,-1430.0,-85462.0,117938.0,-4.5,1017.174,-75.78,0.351,-0.59
-1429.0,-85461.0,117941.0,409.0,-1429.0,-85461.0,117941.0,-4.59,1017.092,-75.79,0.426,-0.55
-1429.0,-85461.0,117944.0,409.0,-1429.0,-85461.0,117944.0,-4.662,1017.003,-75.79,0.347,-0.55
-1429.0,-85460.0,117947.0,409.0,-1429.0,-85460.0,117947.0,-4.701,1016.943,-75.79,0.342,-0.57
-1429.0,-85460.0,117950.0,409.0,-1429.0,-85460.0,117950.0,-7.084,1016.938,-75.83,0.254,-0.56
-1429.0,-85460.0,117953.0,409.0,-1429.0,-85460.0,117953.0,-9.467,1017.025,-73.49,0.289,-0.57
-1429.0,-85461.0,117955.0,409.0,-1429.0,-85461.0,117955.0,-8.927,1017.083,-71.14,0.208,-0.56
-1430.0,-85461.0,117958.0,409.0,-1430.0,-85461.0,117958.0,-8.565,1017.027,-71.72,0.157,-0.56
-1431.0,-85463.0,117961.0,409.0,-1431.0,-85463.0,117961.0,-8.686,1016.973,-72.03,0.063,-0.56
-1431.0,-85465.0,117964.0,409.0,-1431.0,-85465.0,117964.0,-6.244,1016.904,-71.82,-0.137,-0.56
-1430.0,-85467.0,117967.0,409.0,-1430.0,-85467.0,117967.0,-3.913,1016.816,-71.82,-0.058,-0.56
-1430.0,-85469.0,117973.0,409.0,-1430.0,-85469.0,117973.0,-4.637,1016.487,-76.57,0.16,-0.56
-1430.0,-85468.0,117976.0,409.0,-1430.0,-85468.0,117976.0,-4.492,1016.435,-75.96,0.233,-0.56
-1431.0,-85469.0,117978.0,409.0,-1431.0,-85469.0,117978.0,-4.631,1016.512,-73.27,0.216,-0.42
-1431.0,-85469.0,117980.0,409.0,-1431.0,-85469.0,117980.0,-2.255,1016.54,-73.45,0.2,-0.47
-1430.0,-85469.0,117982.0,409.0,-1430.0,-85469.0,117982.0,0.126,1016.548,-76.29,0.126,-0.41
-1429.0,-85470.0,117985.0,409.0,-1429.0,-85470.0,117985.0,-0.484,1016.738,-76.03,0.163,-0.49
-1428.0,-85469.0,117988.0,409.0,-1428.0,-85469.0,117988.0,-3.222,1016.947,-75.58,0.343,-0.64
-1428.0,-85468.0,117991.0,409.0,-1428.0,-85468.0,117991.0,-5.405,1017.078,-75.85,0.42,-0.55
-1427.0,-85466.0,117994.0,409.0,-1427.0,-85466.0,117994.0,-2.485,1019.465,-75.78,0.572,-0.61
-1426.0,-85465.0,117997.0,409.0,-1426.0,-85465.0,117997.0,0.175,1019.422,-75.76,0.505,-0.54
-1425.0,-85463.0,118000.0,409.0,-1425.0,-85463.0,118000.0,-2.933,1016.609,-75.73,0.475,-0.67
-1425.0,-85462.0,118003.0,409.0,-1425.0,-85462.0,118003.0,-5.428,1016.943,-75.8,0.433,-0.53
-1424.0,-85461.0,118006.0,409.0,-1424.0,-85461.0,118006.0,-4.619,1017.429,-75.8,0.466,-0.63
-1424.0,-85460.0,118009.0,409.0,-1424.0,-85460.0,118009.0,-4.298,1017.213,-75.78,0.346,-0.48
-1424.0,-85460.0,118011.0,409.0,-1424.0,-85460.0,118011.0,-4.526,1017.309,-73.4,0.386,-0.42
-1424.0,-85461.0,118014.0,409.0,-1424.0,-85461.0,118014.0,-4.575,1019.626,-71.11,0.166,-0.65
-1424.0,-85462.0,118017.0,409.0,-1424.0,-85462.0,118017.0,-4.581,1021.813,-71.74,0.154,-0.49
-1425.0,-85463.0,118020.0,409.0,-1425.0,-85463.0,118020.0,-4.629,1021.07,-72.04,0.003,-0.64
-1426.0,-85466.0,118023.0,409.0,-1426.0,-85466.0,118023.0,-4.715,1020.623,-71.86,-0.11,-0.57
-1426.0,-85468.0,118025.0,409.0,-1426.0,-85468.0,118025.0,-2.369,1020.62,-71.87,-0.175,-0.37
-1425.0,-85470.0,118027.0,409.0,-1425.0,-85470.0,118027.0,-2.35,1020.338,-74.25,-0.135,-0.48
-1425.0,-85471.0,118029.0,409.0,-1425.0,-85471.0,118029.0,-5.255,1020.248,-74.27,-0.007,-0.28
-1425.0,-85473.0,118031.0,409.0,-1425.0,-85473.0,118031.0,-4.992,1020.159,-73.71,0.013,-0.39
-1426.0,-85473.0,118033.0,409.0,-1426.0,-85473.0,118033.0,-4.454,1020.048,-76.32,0.193,-0.49
-1426.0,-85474.0,118036.0,409.0,-1426.0,-85474.0,118036.0,-4.709,1020.114,-76.22,0.029,-0.47
-1427.0,-85473.0,118039.0,409.0,-1427.0,-85473.0,118039.0,-4.708,1020.276,-75.69,0.248,-0.68
-1427.0,-85473.0,118042.0,409.0,-1427.0,-85473.0,118042.0,-4.655,1020.394,-78.31,0.307,-0.53
-1426.0,-85471.0,118045.0,409.0,-1426.0,-85471.0,118045.0,-4.508,1020.541,-80.57,0.451,-0.58
-1426.0,-85468.0,118048.0,409.0,-1426.0,-85468.0,118048.0,-4.539,1020.866,-77.63,0.564,-0.56
-1425.0,-85468.0,118050.0,409.0,-1425.0,-85468.0,118050.0,-4.528,1021.155,-74.96,0.339,-0.54
-1425.0,-85468.0,118053.0,409.0,-1425.0,-85468.0,118053.0,-4.485,1021.367,-73.34,0.242,-0.57
-1424.0,-85469.0,118056.0,409.0,-1424.0,-85469.0,118056.0,-4.424,1021.451,-73.66,0.187,-0.57
-1424.0,-85469.0,118059.0,409.0,-1424.0,-85469.0,118059.0,-4.316,1021.358,-76.42,0.226,-0.55
-1423.0,-85467.0,118062.0,409.0,-1423.0,-85467.0,118062.0,-4.343,1021.27,-76.16,0.491,-0.56
-1423.0,-85466.0,118065.0,409.0,-1423.0,-85466.0,118065.0,-4.401,1021.108,-75.69,0.539,-0.56
-1422.0,-85465.0,118068.0,409.0,-1422.0,-85465.0,118068.0,-4.459,1018.555,-75.87,0.359,-0.56
-1422.0,-85464.0,118071.0,409.0,-1422.0,-85464.0,118071.0,-4.527,1016.113,-75.76,0.407,-0.56
-1421.0,-85464.0,118073.0,409.0,-1421.0,-85464.0,118073.0,-4.566,1016.614,-75.8,0.112,-0.42
-1421.0,-85464.0,118076.0,409.0,-1421.0,-85464.0,118076.0,-4.518,1016.815,-78.17,0.141,-0.47
-1420.0,-85464.0,118078.0,409.0,-1420.0,-85464.0,118078.0,-4.545,1016.653,-78.12,0.178,-0.41
-1420.0,-85465.0,118080.0,409.0,-1420.0,-85465.0,118080.0,-4.667,1016.787,-75.2,-0.014,-0.49
-1420.0,-85466.0,118083.0,409.0,-1420.0,-85466.0,118083.0,-7.061,1016.744,-75.52,0.122,-0.64
-1420.0,-85467.0,118086.0,409.0,-1420.0,-85467.0,118086.0,-9.388,1016.697,-76.05,-0.11,-0.41
-1420.0,-85468.0,118088.0,409.0,-1420.0,-85468.0,118088.0,-8.811,1016.612,-75.82,-0.023,-0.52
-1421.0,-85469.0,118090.0,409.0,-1421.0,-85469.0,118090.0,-8.4,1016.46,-78.26,-0.052,-0.39
-1422.0,-85469.0,118092.0,409.0,-1422.0,-85469.0,118092.0,-8.453,1016.337,-80.57,-0.007,-0.32
-1424.0,-85469.0,118095.0,409.0,-1424.0,-85469.0,118095.0,-8.462,1018.767,-77.67,0.14,-0.56
-1424.0,-85470.0,118097.0,409.0,-1424.0,-85470.0,118097.0,-8.535,1021.175,-75.05,0.066,-0.4
-1424.0,-85470.0,118099.0,409.0,-1424.0,-85470.0,118099.0,-6.049,1020.524,-78.15,0.125,-0.53
-1424.0,-85470.0,118105.0,409.0,-1424.0,-85470.0,118105.0,-4.351,1020.628,-77.57,0.14,-0.51
-1424.0,-85470.0,118108.0,409.0,-1424.0,-85470.0,118108.0,-2.34,1020.794,-74.92,0.247,-0.63
-1423.0,-85470.0,118111.0,409.0,-1423.0,-85470.0,118111.0,0.216,1020.87,-75.63,0.16,-0.55
-1422.0,-85471.0,118114.0,409.0,-1422.0,-85471.0,118114.0,-0.349,1020.933,-75.92,-0.004,-0.53
-1420.0,-85471.0,118117.0,409.0,-1420.0,-85471.0,118117.0,-0.601,1020.999,-75.75,0.238,-0.58
-1419.0,-85471.0,118120.0,409.0,-1419.0,-85471.0,118120.0,-0.422,1020.984,-75.78,0.259,-0.57
-1418.0,-85469.0,118123.0,409.0,-1418.0,-85469.0,118123.0,-2.824,1020.947,-75.83,0.494,-0.56
-1418.0,-85468.0,118126.0,409.0,-1418.0,-85468.0,118126.0,-5.159,1020.903,-75.89,0.441,-0.57
-1418.0,-85468.0,118129.0,409.0,-1418.0,-85468.0,118129.0,-4.63,1020.856,-75.86,0.218,-0.56
-1417.0,-85468.0,118132.0,409.0,-1417.0,-85468.0,118132.0,-4.347,1020.859,-75.86,0.226,-0.56
-1417.0,-85469.0,118134.0,409.0,-1417.0,-85469.0,118134.0,-6.932,1020.918,-75.91,0.064,-0.57
-1418.0,-85469.0,118137.0,409.0,-1418.0,-85469.0,118137.0,-9.243,1020.96,-75.95,0.217,-0.56
-1418.0,-85469.0,118140.0,409.0,-1418.0,-85469.0,118140.0,-8.683,1020.928,-75.94,0.156,-0.56
-1419.0,-85469.0,118143.0,409.0,-1419.0,-85469.0,118143.0,-8.292,1020.765,-78.33,0.04,-0.56
-1421.0,-85472.0,118149.0,409.0,-1421.0,-85472.0,118149.0,-8.469,1015.949,-77.59,-0.238,-0.56
-1422.0,-85474.0,118152.0,409.0,-1422.0,-85474.0,118152.0,-6.176,1016.505,-74.92,-0.162,-0.56
-1421.0,-85475.0,118154.0,409.0,-1421.0,-85475.0,118154.0,-3.804,1016.66,-75.64,-0.121,-0.56
-1422.0,-85475.0,118157.0,409.0,-1422.0,-85475.0,118157.0,-4.387,1016.399,-75.91,0.206,-0.56
-1422.0,-85475.0,118160.0,409.0,-1422.0,-85475.0,118160.0,-4.688,1016.388,-75.76,0.366,-0.56
-1422.0,-85474.0,118163.0,409.0,-1422.0,-85474.0,118163.0,-4.512,1016.383,-75.78,0.367,-0.56
-1422.0,-85473.0,118166.0,409.0,-1422.0,-85473.0,118166.0,-4.559,1016.514,-75.78,0.336,-0.56
-1422.0,-85474.0,118169.0,409.0,-1422.0,-85474.0,118169.0,-4.628,1016.8,-73.41,0.169,-0.56
-1421.0,-85474.0,118172.0,409.0,-1421.0,-85474.0,118172.0,-4.634,1019.411,-73.49,0.241,-0.56
-1421.0,-85472.0,118175.0,409.0,-1421.0,-85472.0,118175.0,-4.513,1021.837,-76.47,0.459,-0.56
-1420.0,-85471.0,118178.0,409.0,-1420.0,-85471.0,118178.0,-6.984,1021.522,-73.83,0.522,-0.56
-1421.0,-85470.0,118181.0,409.0,-1421.0,-85470.0,118181.0,-9.405,1021.393,-71.05,0.526,-0.56
-1421.0,-85470.0,118183.0,409.0,-1421.0,-85470.0,118183.0,-8.789,1021.506,-71.85,0.505,-0.56
-1422.0,-85469.0,118186.0,409.0,-1422.0,-85469.0,118186.0,-8.477,1021.402,-72.1,0.406,-0.56
-1422.0,-85469.0,118189.0,409.0,-1422.0,-85469.0,118189.0,-6.276,1021.334,-71.91,0.456,-0.56
-1422.0,-85469.0,118192.0,409.0,-1422.0,-85469.0,118192.0,-6.284,1021.241,-71.93,0.353,-0.56
-1423.0,-85469.0,118195.0,409.0,-1423.0,-85469.0,118195.0,-9.134,1018.76,-74.33,0.235,-0.56
-1424.0,-85470.0,118201.0,409.0,-1424.0,-85470.0,118201.0,-8.327,1016.741,-76.03,-0.005,-0.56
-1424.0,-85471.0,118204.0,409.0,-1424.0,-85471.0,118204.0,-8.544,1016.918,-75.74,0.066,-0.56
-1424.0,-85472.0,118206.0,409.0,-1424.0,-85472.0,118206.0,-8.495,1014.243,-75.86,0.059,-0.42
-1424.0,-85472.0,118208.0,409.0,-1424.0,-85472.0,118208.0,-8.45,1014.106,-78.2,0.112,-0.47
-1425.0,-85473.0,118210.0,409.0,-1425.0,-85473.0,118210.0,-6.038,1016.838,-78.17,-0.06,-0.41
-1426.0,-85474.0,118215.0,409.0,-1426.0,-85474.0,118215.0,-6.72,1011.374,-80.16,-0.089,-0.54
-1427.0,-85475.0,118216.0,409.0,-1427.0,-85475.0,118216.0,-9.461,1012.352,-77.72,0.003,-0.25
-1427.0,-85476.0,118221.0,409.0,-1427.0,-85476.0,118221.0,-8.566,1015.056,-75.7,0.06,-0.46
-1427.0,-85476.0,118223.0,409.0,-1427.0,-85476.0,118223.0,-8.695,1019.801,-76.03,0.125,-0.3
-1427.0,-85476.0,118226.0,409.0,-1427.0,-85476.0,118226.0,-6.289,1019.268,-75.85,0.194,-0.61
-1426.0,-85476.0,118228.0,409.0,-1426.0,-85476.0,118228.0,-3.948,1016.201,-75.75,0.282,-0.38
-1426.0,-85474.0,118230.0,409.0,-1426.0,-85474.0,118230.0,-4.468,1016.727,-75.77,0.489,-0.5
-1426.0,-85472.0,118233.0,409.0,-1426.0,-85472.0,118233.0,-4.636,1019.505,-78.24,0.557,-0.63
-1426.0,-85470.0,118236.0,409.0,-1426.0,-85470.0,118236.0,-4.31,1021.597,-80.6,0.467,-0.52
-1426.0,-85468.0,118239.0,409.0,-1426.0,-85468.0,118239.0,-4.313,1021.159,-80.0,0.491,-0.62
-1425.0,-85466.0,118242.0,409.0,-1425.0,-85466.0,118242.0,-4.277,1018.594,-79.65,0.433,-0.56
-1424.0,-85464.0,118245.0,409.0,-1424.0,-85464.0,118245.0,-4.255,1016.543,-79.77,0.456,-0.52
-1424.0,-85462.0,118248.0,409.0,-1424.0,-85462.0,118248.0,-4.136,1016.972,-82.13,0.495,-0.58
-1423.0,-85460.0,118251.0,409.0,-1423.0,-85460.0,118251.0,-4.141,1017.228,-82.09,0.33,-0.57
-1423.0,-85459.0,118254.0,409.0,-1423.0,-85459.0,118254.0,-4.273,1017.052,-79.14,0.369,-0.56
-1422.0,-85459.0,118257.0,409.0,-1422.0,-85459.0,118257.0,-4.306,1016.96,-79.44,0.167,-0.57
-1422.0,-85458.0,118259.0,409.0,-1422.0,-85458.0,118259.0,-4.344,1016.786,-79.91,0.152,-0.56
-1421.0,-85458.0,118262.0,409.0,-1421.0,-85458.0,118262.0,-4.4,1016.659,-79.7,0.149,-0.56
-1421.0,-85459.0,118265.0,409.0,-1421.0,-85459.0,118265.0,-4.515,1016.587,-77.36,-0.017,-0.43
-1421.0,-85459.0,118267.0,409.0,-1421.0,-85459.0,118267.0,-4.542,1016.46,-77.39,0.123,-0.47
-1420.0,-85459.0,118268.0,409.0,-1420.0,-85459.0,118268.0,-4.466,1016.257,-80.35,0.033,-0.27
-1421.0,-85459.0,118273.0,409.0,-1421.0,-85459.0,118273.0,-4.544,1018.56,-79.62,0.102,-0.48
-1421.0,-85459.0,118275.0,409.0,-1421.0,-85459.0,118275.0,-4.571,1020.884,-79.88,0.063,-0.47
-1421.0,-85459.0,118279.0,409.0,-1421.0,-85459.0,118279.0,-4.614,1020.389,-79.81,0.064,-0.69
-1421.0,-85459.0,118281.0,409.0,-1421.0,-85459.0,118281.0,-4.538,1020.107,-82.23,0.081,-0.53
-1422.0,-85458.0,118284.0,409.0,-1422.0,-85458.0,118284.0,-2.039,1020.281,-84.49,0.07,-0.58
-1421.0,-85457.0,118287.0,409.0,-1421.0,-85457.0,118287.0,0.355,1020.336,-83.87,0.074,-0.56
